 Hit    Total  Avg    Min    Max   Name
65     219    3      3      5      CopyVideoBuffer
65     1424   21     11     521    UnlockVideoBuffer
65     1061   16     10     32     Actor Rendering
65     1252   19     11     33     Wall Rendering
65     783    12     9      24     Floor Rendering
65     227    3      3      4      ClearZScreen
65     743    11     9      37     ClearScreen
65     4603   70     62     116    RenderNormalDisplay
823    1925   2      1      469    LockVideoBuffer
823    8542   10     1      641    Refresh
823    436    0      0      38     Process
823    283    0      0      52     ReadInputs
 Hit    Total  Avg    Min    Max   Name
116    401    3      3      4      CopyVideoBuffer
116    1455   12     11     14     UnlockVideoBuffer
116    1842   15     13     19     Actor Rendering
116    1511   13     10     26     Wall Rendering
116    1460   12     9      17     Floor Rendering
116    408    3      3      4      ClearZScreen
116    1217   10     9      13     ClearScreen
116    7311   63     57     73     RenderNormalDisplay
116    565    4      4      6      LockVideoBuffer
116    9471   81     76     91     Refresh
116    317    2      1      6      Process
116    13     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
113    396    3      3      5      CopyVideoBuffer
113    1464   12     12     15     UnlockVideoBuffer
113    1939   17     14     21     Actor Rendering
113    1370   12     8      17     Wall Rendering
113    1402   12     10     16     Floor Rendering
113    417    3      3      5      ClearZScreen
113    1211   10     10     13     ClearScreen
113    7211   63     59     67     RenderNormalDisplay
113    565    5      4      6      LockVideoBuffer
113    9381   83     77     88     Refresh
113    424    3      1      7      Process
113    22     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
114    391    3      3      4      CopyVideoBuffer
114    1439   12     11     14     UnlockVideoBuffer
114    1755   15     13     20     Actor Rendering
114    1720   15     11     55     Wall Rendering
114    1341   11     7      18     Floor Rendering
114    407    3      3      5      ClearZScreen
114    1213   10     10     12     ClearScreen
114    7314   64     58     109    RenderNormalDisplay
114    564    4      4      6      LockVideoBuffer
114    9457   82     77     129    Refresh
114    375    3      1      12     Process
114    13     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
113    371    3      3      4      CopyVideoBuffer
113    1375   12     11     14     UnlockVideoBuffer
113    2081   18     16     22     Actor Rendering
113    1679   14     11     19     Wall Rendering
113    1224   10     8      13     Floor Rendering
113    382    3      3      5      ClearZScreen
113    1149   10     9      11     ClearScreen
113    7369   65     60     72     RenderNormalDisplay
113    539    4      4      6      LockVideoBuffer
113    9434   83     78     90     Refresh
113    451    3      2      6      Process
113    8      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
110    380    3      3      5      CopyVideoBuffer
110    1479   13     11     87     UnlockVideoBuffer
110    1993   18     16     23     Actor Rendering
110    1595   14     10     26     Wall Rendering
110    1286   11     8      29     Floor Rendering
110    385    3      3      4      ClearZScreen
110    1176   10     9      12     ClearScreen
110    7276   66     59     82     RenderNormalDisplay
110    547    4      4      7      LockVideoBuffer
110    9446   85     77     174    Refresh
110    378    3      1      7      Process
110    15     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
81     458    5      3      159    CopyVideoBuffer
81     1260   15     11     173    UnlockVideoBuffer
81     1639   20     16     38     Actor Rendering
81     2216   27     13     87     Wall Rendering
81     1049   12     8      24     Floor Rendering
81     329    4      3      8      ClearZScreen
81     971    11     10     24     ClearScreen
81     6844   84     64     188    RenderNormalDisplay
81     466    5      4      31     LockVideoBuffer
81     8838   109    82     443    Refresh
81     327    4      1      24     Process
81     32     0      0      18     ReadInputs
 Hit    Total  Avg    Min    Max   Name
0      0      0      10000000 0      CopyVideoBuffer
1      940    940    940    940    UnlockVideoBuffer
1      34     34     34     34     Actor Rendering
1      81     81     81     81     Wall Rendering
1      20     20     20     20     Floor Rendering
1      8      8      8      8      ClearZScreen
1      21     21     21     21     ClearScreen
1      187    187    187    187    RenderNormalDisplay
6566   374    0      0      95     LockVideoBuffer
6566   5116   0      0      1138   Refresh
6566   786    0      0      33     Process
6566   933    0      0      254    ReadInputs
 Hit    Total  Avg    Min    Max   Name
0      0      0      10000000 0      CopyVideoBuffer
0      0      0      10000000 0      UnlockVideoBuffer
0      0      0      10000000 0      Actor Rendering
0      0      0      10000000 0      Wall Rendering
0      0      0      10000000 0      Floor Rendering
0      0      0      10000000 0      ClearZScreen
0      0      0      10000000 0      ClearScreen
0      0      0      10000000 0      RenderNormalDisplay
8138   307    0      0      45     LockVideoBuffer
8138   4835   0      0      46     Refresh
8138   843    0      0      3      Process
8138   654    0      0      38     ReadInputs
 Hit    Total  Avg    Min    Max   Name
1      13     13     13     13     CopyVideoBuffer
1      25     25     25     25     UnlockVideoBuffer
1      37     37     37     37     Actor Rendering
1      83     83     83     83     Wall Rendering
1      20     20     20     20     Floor Rendering
1      8      8      8      8      ClearZScreen
1      21     21     21     21     ClearScreen
1      179    179    179    179    RenderNormalDisplay
7464   231    0      0      30     LockVideoBuffer
7464   4715   0      0      267    Refresh
7464   785    0      0      24     Process
7464   513    0      0      15     ReadInputs
 Hit    Total  Avg    Min    Max   Name
109    399    3      2      49     CopyVideoBuffer
109    1355   12     11     58     UnlockVideoBuffer
109    1769   16     14     20     Actor Rendering
109    2300   21     18     25     Wall Rendering
109    1063   9      7      12     Floor Rendering
109    360    3      3      4      ClearZScreen
109    1071   9      8      11     ClearScreen
109    7411   67     62     74     RenderNormalDisplay
109    569    5      4      65     LockVideoBuffer
109    9554   87     77     251    Refresh
109    220    2      0      27     Process
109    7      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
116    383    3      3      5      CopyVideoBuffer
116    1407   12     11     14     UnlockVideoBuffer
116    1905   16     11     20     Actor Rendering
116    1530   13     7      25     Wall Rendering
116    1327   11     8      16     Floor Rendering
116    389    3      3      5      ClearZScreen
116    1170   10     9      12     ClearScreen
116    7214   62     52     76     RenderNormalDisplay
116    538    4      4      6      LockVideoBuffer
116    9319   80     70     94     Refresh
116    518    4      2      9      Process
116    19     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
119    384    3      3      5      CopyVideoBuffer
119    1439   12     11     14     UnlockVideoBuffer
119    1675   14     6      19     Actor Rendering
119    1945   16     7      37     Wall Rendering
119    1151   9      4      17     Floor Rendering
119    401    3      3      5      ClearZScreen
119    1181   9      9      11     ClearScreen
119    7274   61     52     82     RenderNormalDisplay
119    582    4      4      34     LockVideoBuffer
119    9458   79     69     106    Refresh
119    313    2      1      6      Process
119    15     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
64     487    7      3      169    CopyVideoBuffer
65     3142   48     11     1937   UnlockVideoBuffer
65     1599   24     12     67     Actor Rendering
65     2209   33     15     118    Wall Rendering
65     1051   16     9      42     Floor Rendering
65     336    5      3      8      ClearZScreen
65     1015   15     9      25     ClearScreen
65     6808   104    62     208    RenderNormalDisplay
65     673    10     4      217    LockVideoBuffer
65     10885  167    79     2156   Refresh
